mean,energy,entropy
0.10950085322692812,2.659606998955858,24.80226887655814
0.23358777631908795,7.347243304997226,42.60422612846573
0.2738731160178324,9.602076986760103,45.398066033849496
0.2730840144647966,9.546215870452553,45.36925234201097
0.26903680746836584,9.265969662711122,45.209914221928074
0.2670990733863845,9.131920711085652,45.133392328137816
0.2679626073015364,9.191293502423257,45.16817045071305
0.2716275276294707,9.445935307765287,45.31085610204744
0.2736705222662616,9.586963612888567,45.39209336178659
0.274979548470544,9.679885984055138,45.43946413712359
0.27853903352558185,9.931380136445107,45.57041213870879
0.2772813788256699,9.842022862202205,45.52504836766619
0.27747477368521345,9.856167872867506,45.531301128628044
0.28156394369069815,10.148540708935434,45.67551659003021
0.2817180376747342,10.159172040002876,45.6816408572271
0.2780056507179752,9.893439755892171,45.55125039199349
0.27217859179738646,9.484509375616073,45.33179154918241
0.2693874866443343,9.28935039247422,45.22539004654204
0.2701684342906401,9.343190479160127,45.25657104738368
0.27164534089155346,9.446819952782892,45.312212296159345
0.2771431963725879,9.834384958183383,45.516107145621405
0.27537867073846567,9.711703311005557,45.447547459181045
0.267073967659299,9.131909789310875,45.129191053526455
0.2663046517879909,9.07819366469905,45.09972588358541
0.271610733847528,9.444638705578445,45.310444951584046
0.27413796168527005,9.61967828986402,45.40985626705451
0.27574686653777947,9.733626454764394,45.468550864609334
0.2760158894344905,9.753380463351986,45.477077561170375
0.26668022106182143,9.110883909524985,45.102000110954485
0.2639030950581979,8.918338888991876,44.993091247655585
0.2733474683324274,9.568539848938808,45.37212419309286
0.2796037436761231,10.007118234611955,45.60865530256307
0.27924470688595004,9.981498578703889,45.595902993376264
0.2767624103010917,9.804673642198832,45.50718630828433
0.27382371125195315,9.597934380183114,45.397458655216
0.2723868697257953,9.497090697422827,45.343375826046795
0.27550449732574206,9.716540489887073,45.459561510008385
0.27533217818420896,9.706937871295818,45.4484729311618
0.2626019707412469,8.842833677006833,44.91419528730857
0.2624920820279819,8.834781609240643,44.910696489792116
0.2775810549355505,9.868307003641615,45.526778894663124
0.28095361341314523,10.104612996276225,45.65450917700838
0.27681293074860325,9.809189195623112,45.50734059113327
0.27734356385907827,9.846855584598906,45.52654248708424
0.2790123900271252,9.964852494851094,45.587774323569896
0.2808145165203675,10.095018019644904,45.64898405882817
0.2816097868525539,10.151861598164295,45.677060525010575
0.27697070058211426,9.820238709681652,45.513319180054665
0.2750810940492634,9.685788209852065,45.445506819145706
0.27585693427674285,9.740476626229869,45.47427835373387
0.27598067352904676,9.749228446122348,45.47881355256085
0.27515197886837195,9.690828747212334,45.44805572550848
0.2726888457486749,9.51850302241399,45.35433973238203
0.27157452103198987,9.440852913414187,45.311375000960325
0.27396931446169104,9.608384141862295,45.40251542634156
0.2747597235659157,9.663282217450366,45.43332157917792
0.27516132323955467,9.691661663215676,45.44808592854415
0.27565963536830473,9.726683798971928,45.466753694583716
0.273501868233267,9.575184215464176,45.38563894390129
0.27164450461384626,9.445476079323083,45.314538873242114
0.2721259663482166,9.47900681240704,45.333137464505086
0.2671159488871088,9.139047356448808,45.122856218709785
0.26411858239135305,8.933870787072959,45.00041479096875
0.2707931426847965,9.39001973236784,45.27451229789803
0.2766051926126879,9.794546696419905,45.49963396771601
0.27954706416558583,10.003406301792388,45.606045448231114
0.27924097568709627,9.981096136373475,45.59601531668517
0.2783059587875407,9.914143949864481,45.56322074291581
0.2783916578355343,9.920303051685254,45.566185925726856
0.28090289703308857,10.100929498313636,45.65282601093385
0.28069967425915854,10.086692852566788,45.64513224522322
0.2754321345188142,9.71165915062133,45.45648459821133
0.2718645048246664,9.460869868183249,45.32290381401615
0.26964290755278936,9.307115989082025,45.23529817545587
0.2723696462070944,9.498064186446133,45.33871790932476
0.2754579035767246,9.712629301263043,45.458971777616604
0.2735016560410718,9.5751095522252,45.385742208409326
0.2723831894435608,9.496707295664264,45.34346656741124
0.27373768124908215,9.591907419362872,45.39420148767965
0.27235508675608927,9.495953854372457,45.34017484802744
0.2709776228091404,9.399441608337824,45.28802536369453
0.2776701487630375,9.873243710844772,45.53259546401502
0.28226532121572667,10.199463000724657,45.69887568580047
0.2726353216537849,9.526730850515543,45.330292902930296
0.2672794061517461,9.15062091155658,45.128912136378794
0.27399228080744986,9.61627111394499,45.391880472463484
0.2668719946468271,9.132642061300544,45.09375882084166
0.2639067445710761,8.92398553554716,44.983058164503205
0.2740588196798929,9.61690122141177,45.40175850706734
0.2768484035474298,9.810602962791997,45.51061394914125
0.2782005942021217,9.906955873382874,45.55888479833304
0.27954704456587387,10.002847779933749,45.607044099396006
0.2775152029888535,9.858490187412979,45.53374410469887
0.2770439957954258,9.825288470499569,45.51624997549186
0.2806019536432388,10.079545552213386,45.641969951766036
0.2798546264812551,10.026027552958396,45.61576748539188
0.27622406950569967,9.766636858285322,45.48738443663771
0.27541308948482146,9.709183645036552,45.457830841779554
0.27616516488040316,9.762368267230165,45.48541065312173
0.2775619066897409,9.861332852055346,45.53628569102545
0.27880259254103357,9.949611720671125,45.580807227855615
0.2783120892756379,9.914850915773144,45.56295339014903
0.27707045951440057,9.826579629818532,45.51826297627938
0.27685035166478955,9.81090372509745,45.510391003192794
0.2782689975245046,9.911978600797061,45.56106037628751
0.28082471952001054,10.094700722328806,45.651205693832175
0.28081879688625627,10.094168384417696,45.6511917312719
0.2805525100404487,10.075002065671333,45.642028271976855
0.2778299552865058,9.883178681748344,45.54088210422604
0.2695917700488872,9.307351155629947,45.22631250305692
0.2704738615905591,9.368793521343221,45.26037225789069
0.27608197214263275,9.757185566592655,45.481089275087676
0.27618435818028925,9.76412438796115,45.48539293858652
